"__Student","Student","Course","Course Limit","Controlling Course","Primary","Priority","Alternativity","Enrolled","Credits","Sections","Preferred Sections","Required Sections","Instructional Method","Preferred Instructional Methods","Required Instructional Methods","Critical"
"127",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"128",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"129",""," C4","","","Yes","1","0","Yes","0.0","S15","","","","","","No"
"129",""," C5","","","Yes","2","0","Yes","0.0","S18","","","","","","No"
"130",""," C1","","","Yes","1","0","Yes","0.0","S4","","","","","","No"
"131",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"132",""," C9","","","Yes","1","0","Yes","0.0","S28","","","","","","No"
"135",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"136",""," C10","","","Yes","1","0","Yes","0.0","S30","","","","","","No"
"137",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"138",""," C6","","","Yes","1","0","Yes","0.0","S20","","","","","","No"
"139",""," C7","","","Yes","1","0","Yes","0.0","S23","","","","","","No"
"139",""," C11","","","Yes","2","0","Yes","0.0","S34","","","","","","No"
"140",""," C6","","","Yes","1","0","Yes","0.0","S21","","","","","","No"
"140",""," C7","","","Yes","2","0","Yes","0.0","S23","","","","","","No"
"141",""," C4","","","Yes","1","0","Yes","0.0","S14","","","","","","No"
"141",""," C11","","","Yes","2","0","Yes","0.0","S34","","","","","","No"
"142",""," C2","","","Yes","1","0","Yes","0.0","S5","","","","","","No"
"142",""," C1","","","Yes","2","0","Yes","0.0","S4","","","","","","No"
"143",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"143",""," C11","","","Yes","2","0","Yes","0.0","S35","","","","","","No"
"144",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"145",""," C7","","","Yes","1","0","Yes","0.0","S22","","","","","","No"
"145",""," C11","","","Yes","2","0","Yes","0.0","S35","","","","","","No"
"146",""," C8","","","Yes","1","0","Yes","0.0","S25","","","","","","No"
"147",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"148",""," C2","","","Yes","1","0","Yes","0.0","S8","","","","","","No"
"149",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"149",""," C7","","","Yes","2","0","Yes","0.0","S22","","","","","","No"
"149",""," C11","","","Yes","3","0","Yes","0.0","S35","","","","","","No"
"150",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"150",""," C7","","","Yes","2","0","Yes","0.0","S22","","","","","","No"
"151",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"152",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"153",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"154",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"155",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"156",""," C2","","","Yes","1","0","Yes","0.0","S7","","","","","","No"
"157",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"158",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"159",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"160",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"161",""," C10","","","Yes","1","0","Yes","0.0","S30","","","","","","No"
"162",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"163",""," C9","","","Yes","1","0","Yes","0.0","S28","","","","","","No"
"164",""," C2","","","Yes","1","0","Yes","0.0","S10","","","","","","No"
"164",""," C10","","","Yes","2","0","Yes","0.0","S33","","","","","","No"
"164",""," C1","","","Yes","3","0","Yes","0.0","S2","","","","","","No"
"164",""," C8","","","Yes","4","0","Yes","0.0","S24","","","","","","No"
"165",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"166",""," C1","","","Yes","1","0","Yes","0.0","S3","","","","","","No"
"167",""," C2","","","Yes","1","0","Yes","0.0","S5","","","","","","No"
"167",""," C5","","","Yes","2","0","Yes","0.0","S17","","","","","","No"
"167",""," C7","","","Yes","3","0","Yes","0.0","S22","","","","","","No"
"168",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"169",""," C2","","","Yes","1","0","Yes","0.0","S9","","","","","","No"
"169",""," C10","","","Yes","2","0","Yes","0.0","S33","","","","","","No"
"169",""," C1","","","Yes","3","0","Yes","0.0","S1","","","","","","No"
"169",""," C8","","","Yes","4","0","Yes","0.0","S24","","","","","","No"
"171",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"172",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"173",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"174",""," C7","","","Yes","1","0","Yes","0.0","S23","","","","","","No"
"174",""," C11","","","Yes","2","0","Yes","0.0","S34","","","","","","No"
"175",""," C2","","","Yes","1","0","Yes","0.0","S10","","","","","","No"
"175",""," C1","","","Yes","2","0","Yes","0.0","S3","","","","","","No"
"176",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"176",""," C7","","","Yes","2","0","Yes","0.0","S23","","","","","","No"
"177",""," C2","","","Yes","1","0","Yes","0.0","S6","","","","","","No"
"178",""," C7","","","Yes","1","0","Yes","0.0","S23","","","","","","No"
"179",""," C9","","","Yes","1","0","Yes","0.0","S29","","","","","","No"
"180",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"181",""," C2","","","Yes","1","0","Yes","0.0","S5","","","","","","No"
"182",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"183",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"183",""," C11","","","Yes","2","0","Yes","0.0","S35","","","","","","No"
"184",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"185",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"188",""," C2","","","Yes","1","0","Yes","0.0","S10","","","","","","No"
"188",""," C10","","","Yes","2","0","Yes","0.0","S30","","","","","","No"
"188",""," C1","","","Yes","3","0","Yes","0.0","S1","","","","","","No"
"189",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"190",""," C9","","","Yes","1","0","Yes","0.0","S28","","","","","","No"
"191",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"192",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"193",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"194",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"195",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"195",""," C7","","","Yes","2","0","Yes","0.0","S22","","","","","","No"
"196",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"197",""," C1","","","Yes","1","0","Yes","0.0","S3","","","","","","No"
"198",""," C1","","","Yes","1","0","Yes","0.0","S2","","","","","","No"
"199",""," C7","","","Yes","1","0","Yes","0.0","S22","","","","","","No"
"200",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"201",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"202",""," C1","","","Yes","1","0","Yes","0.0","S2","","","","","","No"
"203",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"204",""," C2","","","Yes","1","0","Yes","0.0","S5","","","","","","No"
"204",""," C7","","","Yes","2","0","Yes","0.0","S23","","","","","","No"
"205",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"206",""," C10","","","Yes","1","0","Yes","0.0","S33","","","","","","No"
"208",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"208",""," C11","","","Yes","2","0","Yes","0.0","S35","","","","","","No"
"209",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"209",""," C11","","","Yes","2","0","Yes","0.0","S35","","","","","","No"
"211",""," C9","","","Yes","1","0","Yes","0.0","S28","","","","","","No"
"212",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"215",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"215",""," C11","","","Yes","2","0","Yes","0.0","S34","","","","","","No"
"216",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"217",""," C2","","","Yes","1","0","Yes","0.0","S10","","","","","","No"
"218",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"219",""," C6","","","Yes","1","0","Yes","0.0","S21","","","","","","No"
"219",""," C11","","","Yes","2","0","Yes","0.0","S34","","","","","","No"
"220",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"221",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"222",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"223",""," C9","","","Yes","1","0","Yes","0.0","S29","","","","","","No"
"224",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"225",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"226",""," C6","","","Yes","1","0","Yes","0.0","S19","","","","","","No"
"226",""," C2","","","Yes","2","0","Yes","0.0","S6","","","","","","No"
"228",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"229",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"230",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"231",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"232",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"235",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"237",""," C8","","","Yes","1","0","Yes","0.0","S26","","","","","","No"
"238",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"238",""," C11","","","Yes","2","0","Yes","0.0","S35","","","","","","No"
"239",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"240",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"241",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"242",""," C2","","","Yes","1","0","Yes","0.0","S9","","","","","","No"
"243",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"244",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"245",""," C1","","","Yes","1","0","Yes","0.0","S1","","","","","","No"
"246",""," C2","","","Yes","1","0","Yes","0.0","S10","","","","","","No"
"246",""," C11","","","Yes","2","0","Yes","0.0","S34","","","","","","No"
"247",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"248",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"249",""," C7","","","Yes","1","0","Yes","0.0","S23","","","","","","No"
"250",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"252",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"253",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"254",""," C10","","","Yes","1","0","Yes","0.0","S32","","","","","","No"
"254",""," C1","","","Yes","2","0","Yes","0.0","S2","","","","","","No"
"254",""," C8","","","Yes","3","0","Yes","0.0","S24","","","","","","No"
"255",""," C2","","","Yes","1","0","Yes","0.0","S9","","","","","","No"
"255",""," C5","","","Yes","2","0","Yes","0.0","S18","","","","","","No"
"256",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"257",""," C2","","","Yes","1","0","Yes","0.0","S8","","","","","","No"
"258",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"258",""," C7","","","Yes","2","0","Yes","0.0","S22","","","","","","No"
"259",""," C7","","","Yes","1","0","Yes","0.0","S23","","","","","","No"
"261",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"261",""," C11","","","Yes","2","0","Yes","0.0","S35","","","","","","No"
"263",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"264",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"266",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"268",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"270",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"271",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"271",""," C11","","","Yes","2","0","Yes","0.0","S34","","","","","","No"
"272",""," C9","","","Yes","1","0","Yes","0.0","S28","","","","","","No"
"273",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"274",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"275",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"276",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"277",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"278",""," C2","","","Yes","1","0","Yes","0.0","S5","","","","","","No"
"278",""," C8","","","Yes","2","0","Yes","0.0","S24","","","","","","No"
"281",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"282",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"283",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"284",""," C2","","","Yes","1","0","Yes","0.0","S7","","","","","","No"
"285",""," C8","","","Yes","1","0","Yes","0.0","S24","","","","","","No"
"286",""," C2","","","Yes","1","0","Yes","0.0","S6","","","","","","No"
"287",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"288",""," C9","","","Yes","1","0","Yes","0.0","S28","","","","","","No"
"289",""," C9","","","Yes","1","0","Yes","0.0","S29","","","","","","No"
"290",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"291",""," C9","","","Yes","1","0","Yes","0.0","S28","","","","","","No"
"292",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"293",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"294",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"295",""," C1","","","Yes","1","0","Yes","0.0","S1","","","","","","No"
"295",""," C11","","","Yes","2","0","Yes","0.0","S35","","","","","","No"
"296",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"296",""," C7","","","Yes","2","0","Yes","0.0","S22","","","","","","No"
"296",""," C11","","","Yes","3","0","Yes","0.0","S35","","","","","","No"
"297",""," C9","","","Yes","1","0","Yes","0.0","S28","","","","","","No"
"298",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"299",""," C9","","","Yes","1","0","Yes","0.0","S29","","","","","","No"
"300",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"301",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"302",""," C7","","","Yes","1","0","Yes","0.0","S23","","","","","","No"
"302",""," C11","","","Yes","2","0","Yes","0.0","S34","","","","","","No"
"303",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"303",""," C11","","","Yes","2","0","Yes","0.0","S35","","","","","","No"
"304",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"305",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"307",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"309",""," C8","","","Yes","1","0","Yes","0.0","S25","","","","","","No"
"310",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"311",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"312",""," C6","","","Yes","1","0","Yes","0.0","S19","","","","","","No"
"312",""," C2","","","Yes","2","0","Yes","0.0","S9","","","","","","No"
"313",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"314",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"315",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"316",""," C9","","","Yes","1","0","Yes","0.0","S28","","","","","","No"
"317",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"318",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"319",""," C2","","","Yes","1","0","Yes","0.0","S9","","","","","","No"
"319",""," C1","","","Yes","2","0","Yes","0.0","S4","","","","","","No"
"320",""," C2","","","Yes","1","0","Yes","0.0","S7","","","","","","No"
"320",""," C10","","","Yes","2","0","Yes","0.0","S32","","","","","","No"
"320",""," C1","","","Yes","3","0","Yes","0.0","S4","","","","","","No"
"320",""," C8","","","Yes","4","0","Yes","0.0","S25","","","","","","No"
"321",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"322",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"323",""," C7","","","Yes","1","0","Yes","0.0","S22","","","","","","No"
"324",""," C2","","","Yes","1","0","Yes","0.0","S5","","","","","","No"
"325",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"325",""," C11","","","Yes","2","0","Yes","0.0","S35","","","","","","No"
"328",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"329",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"331",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"332",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"333",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"334",""," C9","","","Yes","1","0","Yes","0.0","S28","","","","","","No"
"335",""," C9","","","Yes","1","0","Yes","0.0","S29","","","","","","No"
"336",""," C2","","","Yes","1","0","Yes","0.0","S9","","","","","","No"
"336",""," C8","","","Yes","2","0","Yes","0.0","S25","","","","","","No"
"339",""," C1","","","Yes","1","0","Yes","0.0","S4","","","","","","No"
"339",""," C11","","","Yes","2","0","Yes","0.0","S34","","","","","","No"
"340",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"341",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"342",""," C11","","","Yes","1","0","Yes","0.0","S34","","","","","","No"
"343",""," C9","","","Yes","1","0","Yes","0.0","S28","","","","","","No"
"344",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"345",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"346",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"347",""," C9","","","Yes","1","0","Yes","0.0","S28","","","","","","No"
"348",""," C9","","","Yes","1","0","Yes","0.0","S29","","","","","","No"
"349",""," C10","","","Yes","1","0","Yes","0.0","S31","","","","","","No"
"350",""," C2","","","Yes","1","0","Yes","0.0","S10","","","","","","No"
"351",""," C1","","","Yes","1","0","Yes","0.0","S3","","","","","","No"
"351",""," C11","","","Yes","2","0","Yes","0.0","S35","","","","","","No"
"352",""," C7","","","Yes","1","0","Yes","0.0","S23","","","","","","No"
"352",""," C11","","","Yes","2","0","Yes","0.0","S34","","","","","","No"
"353",""," C5","","","Yes","1","0","Yes","0.0","S18","","","","","","No"
"354",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"355",""," C9","","","Yes","1","0","Yes","0.0","S28","","","","","","No"
"356",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"357",""," C9","","","Yes","1","0","Yes","0.0","S27","","","","","","No"
"358",""," C11","","","Yes","1","0","Yes","0.0","S35","","","","","","No"
"359",""," C9","","","Yes","1","0","Yes","0.0","S28","","","","","","No"
"361",""," C9","","","Yes","1","0","Yes","0.0","S29","","","","","","No"
"362",""," C5","","","Yes","1","0","Yes","0.0","S17","","","","","","No"
"362",""," C11","","","Yes","2","0","Yes","0.0","S34","","","","","","No"
